x,y
-10.0,262.0
-9.9,245.43000000000004
-9.8,239.92000000000007
-9.700000000000001,246.47000000000003
-9.600000000000001,240.08000000000007
-9.500000000000002,227.7500000000001
-9.400000000000002,213.48000000000013
-9.300000000000002,207.27000000000012
-9.200000000000003,218.12000000000018
-9.100000000000003,211.03000000000017
-9.000000000000004,193.00000000000023
-8.900000000000004,194.03000000000017
-8.800000000000004,191.1200000000002
-8.700000000000005,188.27000000000024
-8.600000000000005,186.4800000000002
-8.500000000000005,168.75000000000023
-8.400000000000006,166.08000000000027
-8.300000000000006,159.47000000000028
-8.200000000000006,170.9200000000003
-8.100000000000007,157.4300000000003
-8.000000000000007,158.0000000000003
-7.9000000000000075,149.63000000000034
-7.800000000000008,144.32000000000033
-7.700000000000008,144.07000000000033
-7.6000000000000085,128.88000000000036
-7.500000000000009,132.75000000000037
-7.400000000000009,122.6800000000004
-7.30000000000001,134.67000000000039
-7.20000000000001,119.7200000000004
-7.10000000000001,122.83000000000041
-7.000000000000011,119.00000000000041
-6.900000000000011,113.23000000000039
-6.800000000000011,104.52000000000041
-6.700000000000012,104.87000000000043
-6.600000000000012,99.28000000000041
-6.500000000000012,89.75000000000043
-6.400000000000013,96.28000000000044
-6.300000000000013,87.87000000000046
-6.2000000000000135,82.52000000000045
-6.100000000000014,75.23000000000044
-6.000000000000014,83.00000000000045
-5.900000000000015,72.83000000000047
-5.800000000000015,66.72000000000045
-5.700000000000015,69.67000000000044
-5.600000000000016,69.68000000000046
-5.500000000000016,71.75000000000048
-5.400000000000016,57.880000000000464
-5.300000000000017,51.07000000000047
-5.200000000000017,63.32000000000046
-5.100000000000017,57.63000000000047
-5.000000000000018,52.00000000000047
-4.900000000000018,45.43000000000047
-4.8000000000000185,39.92000000000046
-4.700000000000019,34.47000000000046
-4.600000000000019,35.08000000000045
-4.5000000000000195,46.750000000000455
-4.40000000000002,37.480000000000445
-4.30000000000002,28.270000000000437
-4.200000000000021,24.120000000000445
-4.100000000000021,35.030000000000435
-4.000000000000021,24.000000000000426
-3.9000000000000217,18.03000000000042
-3.800000000000022,19.120000000000417
-3.7000000000000224,11.270000000000408
-3.6000000000000227,12.480000000000402
-3.500000000000023,9.75000000000039
-3.4000000000000234,8.080000000000382
-3.300000000000024,8.470000000000375
-3.200000000000024,6.920000000000368
-3.1000000000000245,1.4300000000003585
-3.000000000000025,19.000000000000348
-2.9000000000000252,-1.3699999999996635
-2.8000000000000256,-0.6799999999996729
-2.700000000000026,-2.9299999999996835
-2.6000000000000263,7.8800000000003045
-2.5000000000000266,11.750000000000291
-2.400000000000027,2.6800000000002804
-2.3000000000000274,-1.3299999999997318
-2.2000000000000277,-5.279999999999745
-2.100000000000028,-8.169999999999757
-2.0000000000000284,4.000000000000227
-1.9000000000000288,-3.7699999999997864
-1.8000000000000291,0.5200000000001985
-1.7000000000000295,-0.12999999999981782
-1.6000000000000298,-0.7199999999998328
-1.5000000000000302,-2.249999999999849
-1.4000000000000306,-11.719999999999866
-1.300000000000031,-8.129999999999882
-1.2000000000000313,-14.479999999999901
-1.1000000000000316,-15.769999999999918
-1.000000000000032,1.000000000000064
-0.9000000000000323,-15.169999999999956
-0.8000000000000327,-12.279999999999973
-0.700000000000033,-5.329999999999993
-0.6000000000000334,-8.320000000000014
-0.5000000000000338,0.7499999999999662
-0.4000000000000341,-9.120000000000054
-0.30000000000003446,1.069999999999924
-0.20000000000003482,-8.680000000000097
-0.10000000000003517,3.62999999999988
-3.552713678800501e-14,-11.000000000000142
0.09999999999996412,-11.570000000000165
0.19999999999996376,-8.080000000000188
0.2999999999999634,4.4699999999997875
0.39999999999996305,-6.920000000000236
0.4999999999999627,-8.250000000000261
0.5999999999999623,-10.520000000000287
0.699999999999962,-7.730000000000311
0.7999999999999616,4.119999999999663
0.8999999999999613,-7.970000000000364
0.9999999999999609,9.99999999999961
1.0999999999999606,10.029999999999582
1.1999999999999602,3.1199999999995534
1.2999999999999599,6.269999999999527
1.3999999999999595,5.479999999999498
1.4999999999999591,10.749999999999469
1.5999999999999588,5.0799999999994405
1.6999999999999584,15.46999999999941
1.799999999999958,12.91999999999938
1.8999999999999577,6.42999999999935
1.9999999999999574,15.999999999999318
2.099999999999957,9.629999999999288
2.1999999999999567,15.319999999999254
2.2999999999999563,24.069999999999222
2.399999999999956,25.87999999999919
2.4999999999999556,32.749999999999154
2.5999999999999552,34.679999999999126
2.699999999999955,27.669999999999092
2.7999999999999545,32.719999999999054
2.899999999999954,36.82999999999902
2.999999999999954,35.999999999998984
3.0999999999999535,38.22999999999895
3.199999999999953,45.519999999998916
3.2999999999999527,34.869999999998875
3.3999999999999524,45.279999999998836
3.499999999999952,45.7499999999988
3.5999999999999517,51.279999999998765
3.6999999999999513,57.869999999998726
3.799999999999951,59.51999999999869
3.8999999999999506,64.22999999999865
3.9999999999999503,55.99999999999861
4.09999999999995,63.82999999999856
4.1999999999999496,59.719999999998535
4.299999999999949,69.66999999999848
4.399999999999949,66.67999999999844
4.4999999999999485,71.74999999999841
4.599999999999948,74.87999999999836
4.699999999999948,85.06999999999832
4.799999999999947,76.31999999999827
4.899999999999947,77.62999999999823
4.999999999999947,79.9999999999982
5.099999999999946,84.42999999999816
5.199999999999946,104.9199999999981
5.299999999999946,101.46999999999807
5.399999999999945,109.07999999999801
5.499999999999945,109.74999999999795
5.599999999999945,118.47999999999791
5.699999999999944,124.26999999999788
5.799999999999944,120.11999999999782
5.8999999999999435,128.02999999999778
5.999999999999943,125.99999999999773
6.099999999999945,127.02999999999776
6.1999999999999424,142.11999999999762
6.29999999999994,131.26999999999748
6.399999999999942,135.47999999999752
6.499999999999943,144.74999999999756
6.599999999999941,150.07999999999743
6.699999999999939,156.4699999999973
6.79999999999994,166.91999999999732
6.899999999999942,161.42999999999736
6.99999999999994,159.99999999999721
7.0999999999999375,176.6299999999971
7.199999999999939,173.31999999999712
7.29999999999994,188.06999999999715
7.399999999999938,186.87999999999704
7.499999999999936,201.74999999999687
7.5999999999999375,194.6799999999969
7.699999999999939,199.66999999999695
7.799999999999937,213.7199999999968
7.899999999999935,219.82999999999663
7.999999999999936,224.99999999999667
8.099999999999937,220.22999999999672
8.199999999999935,233.51999999999657
8.299999999999933,240.8699999999964
8.399999999999935,231.27999999999645
8.499999999999936,239.7499999999965
8.599999999999934,245.27999999999633
8.699999999999932,258.8699999999962
8.799999999999933,267.51999999999623
8.899999999999935,266.22999999999627
8.999999999999932,278.9999999999961
9.09999999999993,280.82999999999595
9.199999999999932,285.719999999996
9.299999999999933,288.669999999996
9.399999999999931,304.67999999999586
9.499999999999929,301.7499999999957
9.59999999999993,306.8799999999957
9.699999999999932,325.0699999999958
9.79999999999993,312.3199999999956
9.899999999999928,336.62999999999545
